Location,Month,Year,Season
Yosemite National Park,09,2016,Fall
Grand Canyon Arizona,09,2016,Fall
Grand Canyon Arizona,09,2016,Fall
Skinners Falls,09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
Bentley University,09,2016,Fall
Route 1 - Pacific Coast Highway,09,2016,Fall
"Albuquerque, New Mexico",09,2016,Fall
Canyonlands National Park,09,2016,Fall
The Adler Planetarium,09,2016,Fall
Origin Thai Inc,09,2016,Fall
"Cannon Beach, Oregon",09,2016,Fall
"Glacier National Park, Montana",09,2016,Fall
"St. Mary Lake, Glacier National Park",09,2016,Fall
Montana,09,2016,Fall
"Seattle, Washington",09,2016,Fall
"Seattle, Washington",09,2016,Fall
"Seattle, Washington",09,2016,Fall
"Cannon Beach, Oregon",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Harvard University,09,2016,Fall
The Brooklyn Bridge New York City,09,2016,Fall
Fisher Body Plant 21,09,2016,Fall
Staten Island Ferry,09,2016,Fall
"Delicate Arch, Arches National Park, Moab, Utah",09,2016,Fall
Glacier National Park,09,2016,Fall
Jersey Garden Mall,09,2016,Fall
Willie G's Seafood & Steaks,09,2016,Fall
"Bryant Park, Manhattan",09,2016,Fall
National Gallery of Art,09,2016,Fall
The Venetian Resort Las Vegas,09,2016,Fall
New York - New York Hotel & Casino Las Vegas,09,2016,Fall
Luxor Las Vegas Neveda,09,2016,Fall
"Rockport, Maine",09,2016,Fall
Arches National Park,09,2016,Fall
Staten Island Manhattan Ferry,09,2016,Fall
Marcy Avenue Station,09,2016,Fall
"League City, Texas",09,2016,Fall
"Santa Monica, California",09,2016,Fall
Meteor Crater,09,2016,Fall
Millennium Park,09,2016,Fall
"Martin Luther King, Jr. Memorial National Memorial",09,2016,Fall
"Barstow, California",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Lower Antelope Canyon,09,2016,Fall
Lower Antelope Canyon,09,2016,Fall
"Detroit, Michigan",09,2016,Fall
Bellagio Las Vegas,09,2016,Fall
PepperTree Inn,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
"Top of the Stratosphere, Las Vegas",09,2016,Fall
Horseshoe Bend - Page (Az),09,2016,Fall
Lower Antelope Canyon,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
Las Vegas Strip,09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
Empire State Bulding,09,2016,Fall
American Museum of Natural History,09,2016,Fall
Hollywood Sign,09,2016,Fall
"Portland, Oregon",09,2016,Fall
PHD Terrace at Dream Midtown,09,2016,Fall
Paris Las Vegas Hotel & Casino,09,2016,Fall
"New York, New York",09,2016,Fall
"Palm Beach, Florida",09,2016,Fall
"Albuquerque, New Mexico",09,2016,Fall
Island Beach State Park,09,2016,Fall
Tenaya Lake,09,2016,Fall
"New York Waterway, Ferry",09,2016,Fall
Golden Gate Bridge,09,2016,Fall
"Bryce Canyon National Park, Utah",09,2016,Fall
"Los Angeles, California",09,2016,Fall
"Detroit, Michigan",09,2016,Fall
Griffith Observatory,09,2016,Fall
Death Valley National Park,09,2016,Fall
"Times Square, New York City",09,2016,Fall
Tenaya Lake,09,2016,Fall
"Los Angeles, California",09,2016,Fall
"San Diego, California",09,2016,Fall
Las Vegas Strip,09,2016,Fall
Niagara Falls (American Side),09,2016,Fall
"Seattle, Washington",09,2016,Fall
"Chicago, Illinois",09,2016,Fall
"Chicago, Illinois",09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
Mount Evans Road,09,2016,Fall
Warner Bros. Studio Tour Hollywood,09,2016,Fall
"North Palm Beach, Florida",09,2016,Fall
"North Miami, Florida",09,2016,Fall
"North Miami, Florida",09,2016,Fall
The STRAT Las Vegas,09,2016,Fall
"The Capitol, Washington D.C.",09,2016,Fall
The STRAT Las Vegas,09,2016,Fall
"Cheesecake Factory, Caesars Palace, Las Vegas",09,2016,Fall
"Garland, Texas",09,2016,Fall
Flamingo Las Vegas Hotel & Casino,09,2016,Fall
Zion National Park,09,2016,Fall
"Los Angeles, California",09,2016,Fall
Chicago Skyline,09,2016,Fall
"The Metropolitan Museum of Art, New York",09,2016,Fall
"SF Bay, Golden Gate Bridge",09,2016,Fall
Zion National Park,09,2016,Fall
Venice Beach Freak Show,09,2016,Fall
Grand Canyon National Park,09,2016,Fall
Zion National Park,09,2016,Fall
Watkins Glen State Park,09,2016,Fall
Chicago Loop,09,2016,Fall
Getty Center,09,2016,Fall
"San Francisco, California",09,2016,Fall
"Dillon Lake, Dillon, Colorado",09,2016,Fall
Hollywood,09,2016,Fall
"Ocean Beach, San Francisco",09,2016,Fall
Hollywood Sign,09,2016,Fall
Watkins Glen State Park,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Hollywood Wax Museum,09,2016,Fall
"Seattle, Washington",09,2016,Fall
Golden Gate Bridge,03,2016,Spring
Fort Point National Historic Site,03,2016,Spring
Venice Beach,09,2016,Fall
Lands End,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Central Park Manhatan,09,2016,Fall
Dillon Reservoir,09,2016,Fall
Benny's on the Beach,09,2016,Fall
NorthPark Center,09,2016,Fall
"Horshoe Bend State park, AZ",09,2016,Fall
"Port Townsend, Washington",09,2016,Fall
Lake Dillon,09,2016,Fall
Michael Jackson ONE by Cirque du Soleil,09,2016,Fall
"Chateau Nightclub, Las Vegas",09,2016,Fall
Huntington Beach Pier,09,2016,Fall
"Lembert Dome, Yosemite National Park",09,2016,Fall
Mount Washington Auto Road,09,2016,Fall
"Philadelphia, Pennsylvania",09,2016,Fall
Praha-Dejvice,09,2016,Fall
Kavárna Místo,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
"Los Angeles, California",09,2016,Fall
Rockefeller Center,09,2016,Fall
"West Hollywood, California",09,2016,Fall
Las Vegas Strip,09,2016,Fall
"Hollywood Sign, Hollywood, CA",09,2016,Fall
Loveland Pass - Continental Divide,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
Petersen Automotive Museum,09,2016,Fall
Kerry Park,09,2016,Fall
"Philadelphia, Pennsylvania",09,2016,Fall
"Hermiston, Oregon",09,2016,Fall
Vail Pass,09,2016,Fall
Trinity Church (Boston),09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Universal Studios Hollywood,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
Liberty Cruise,09,2016,Fall
"Boston, Massachusetts",09,2016,Fall
Navajo Bridge,09,2016,Fall
Grand Canyon National Park North Rim,09,2016,Fall
"Vancouver, British Columbia",09,2016,Fall
Zabriskie Point,09,2016,Fall
Philz Coffee - Middlefield Rd,09,2016,Fall
Glacier Point,09,2016,Fall
"San Pedro, California",09,2016,Fall
"Breckenridge, Colorado",09,2016,Fall
The Last Book Store,09,2016,Fall
"Delicate Arch, Arches National Park",09,2016,Fall
Yosemite National Park,09,2014,Fall
Santa Monica Pier,09,2014,Fall
Alamo Square,08,2014,Summer
Mariposa Grove Of Giant Sequioas,08,2014,Summer
Grand Central Terminal,09,2016,Fall
China Village,09,2016,Fall
Las Vegas McCarran Airport (LAS),09,2016,Fall
Downtown Austin,09,2016,Fall
Taipei Taoyuan International Airport,09,2016,Fall
Harvard University,09,2016,Fall
"New York, New York",09,2016,Fall
"SF Bay, Golden Gate Bridge",09,2016,Fall
The Big Texan Steak Ranch & Brewery,09,2016,Fall
Bad Water Basin,09,2016,Fall
San Francisco Cable Car,09,2016,Fall
Paris Las Vegas Hotel & Casino,09,2016,Fall
"San Francisco, California",09,2016,Fall
"New York, New York",09,2016,Fall
"Google Headquarters, Silicon Valley",09,2016,Fall
Wallstreet Bull,09,2016,Fall
Gott's Roadside,09,2016,Fall
"Chattanooga, Tennessee",09,2016,Fall
"T Galleria By DFS, Guam",09,2016,Fall
Two Lover's Point,09,2016,Fall
"Tumon Beach, Guam",09,2016,Fall
Gott's Roadside,09,2016,Fall
Mount Evans,09,2016,Fall
Two Lover's Point,09,2016,Fall
Two Lover's Point,09,2016,Fall
Death Valley National Park,09,2016,Fall
Grand Canyon Ntl Park,09,2016,Fall
Taipei Taoyuan International Airport,09,2016,Fall
Two Lover's Point,09,2016,Fall
"Panguitch, Utah",09,2016,Fall
Cheesecake Factory New Orleans,09,2016,Fall
Fog Harbor Fish House,09,2016,Fall
South Beach Miami,09,2016,Fall
Mount Evans,09,2016,Fall
"Delicate Arch, Arches National Park",09,2016,Fall
"Times Square, New York City",09,2016,Fall
Horseshoe Bend,09,2016,Fall
"Washington, District of Columbia",09,2016,Fall
"Death Valley Desert, California (USA)",09,2016,Fall
One World Trade Center,09,2016,Fall
West Thumb Geyser Basin,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
The Corner Napa,09,2016,Fall
China Town San Francisco,09,2016,Fall
"Guam Island, United States",09,2016,Fall
Guam關島,09,2016,Fall
World Trade Center,09,2016,Fall
"Yosemite Valley, Yosemite National Park, California, U.S.",09,2016,Fall
"Napa, California",09,2016,Fall
Micronesia Mall,09,2016,Fall
"Napa, California",09,2016,Fall
Gallagher's Dublin Pub,09,2016,Fall
Canyonlands National Park,09,2016,Fall
Micronesia Mall,09,2016,Fall
"Guam Island, United States",09,2016,Fall
"Mammoth Lakes, California",09,2016,Fall
Empire State Building,09,2016,Fall
Riverwalk,09,2016,Fall
"San Francisco, California",09,2016,Fall
Old Chicago,09,2016,Fall
Cloud Gate,09,2016,Fall
Arizona,09,2016,Fall
Southpark Seafood,09,2016,Fall
Arches National Park,09,2016,Fall
Rockefeller Center,09,2016,Fall
"Clichy, Paris",09,2016,Fall
Boston Harbor- Whale Watch,09,2016,Fall
SeaWorld,09,2016,Fall
Yosemite National Park,09,2016,Fall
"Monument Valley, Arizona/Utah",09,2016,Fall
City Lights Rooftop,09,2016,Fall
Mendocino County,09,2016,Fall
"Manhattan, New York",09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
"Salt Lake City, Utah",09,2016,Fall
Yosemite Wilderness,09,2016,Fall
"Route 66 Mother Road Museum Barstow, CA",09,2016,Fall
Embarcadero Street,09,2016,Fall
"Boston, Massachusetts",09,2016,Fall
Generation8tattoo,09,2016,Fall
Generation8tattoo,09,2016,Fall
"Santa Monica, California",09,2016,Fall
Monument Valley,09,2016,Fall
Yosemite Wilderness,09,2016,Fall
Lake Michigan,09,2016,Fall
Statue of Liberty at Liberty Island,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Central Park,09,2016,Fall
"Beverly Hills, California",09,2016,Fall
Hartsfield-Jackson Atlanta International Airport,09,2016,Fall
Original Pancake House - South Park,09,2016,Fall
Natural Bridges National Monument,09,2016,Fall
Yosemite National Park,09,2016,Fall
"Salt Lake City, Utah",09,2016,Fall
"Boston, Massachusetts",09,2016,Fall
"Manhattan, New York",09,2016,Fall
Christian Science Center Reflecting Pool,09,2016,Fall
Rockafellar Centre,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
"Ferry Building, Embarcadero",09,2016,Fall
"Santa Monica, California",09,2016,Fall
Grand Canyon- Arizona,09,2016,Fall
Frankfurt Airport,09,2016,Fall
"World Trade Center 9/11 Memorial, NYC",09,2016,Fall
"National Elk Refuge Jackson Hole, WY",09,2016,Fall
"Buffalo, New York",09,2016,Fall
Amsterdam Airport Schiphol,09,2016,Fall
Hongkong International Airport香港國際機場一號客運大樓前往成田日本機場。,09,2016,Fall
Calaveras Big Trees State Park,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Riverwalk,09,2016,Fall
Sunset Ranch Hollywood Hills,09,2016,Fall
Green River Coffee Co.,09,2016,Fall
Burnside Bridge,09,2016,Fall
Grand Canyon National Park,07,2014,Summer
"Manhattan, New York",09,2016,Fall
San Francisco International Airport (SFO),09,2016,Fall
Fire Island Pines Harbor,09,2016,Fall
Upper Antelope Canyon,09,2016,Fall
San Francisco International Airport (SFO),09,2016,Fall
Coney Island,09,2016,Fall
Road to Seoul,09,2016,Fall
The Cloud Gate Millennium Park,09,2016,Fall
Snowbird Mountain Resort,09,2016,Fall
"Madison, Mississippi",09,2016,Fall
Twin Towers Ground Zero Manhattan New York,09,2016,Fall
Central Park,09,2016,Fall
Griffith Observatory,09,2016,Fall
The John Hancock Center,09,2016,Fall
Lake Powell,09,2016,Fall
Monument Valley,09,2016,Fall
"Flughafen München, Airport Munich",09,2016,Fall
Central Park,09,2016,Fall
"Ellis Island, Ny",09,2016,Fall
Statue of Liberty at Liberty Island,09,2016,Fall
"New York, New York",09,2016,Fall
Gold's Gym,09,2016,Fall
Venice Beach,09,2016,Fall
Gwinnett Place Mall,09,2016,Fall
"Caesars Palace Hotel and Casino, Las Vegas",09,2016,Fall
"San Francisco, California",09,2016,Fall
Battle at Bristol,09,2016,Fall
Painted Hills,09,2016,Fall
"Page, Arizona",09,2016,Fall
Nyc Love Sculpture,09,2016,Fall
9/11 World Trade Center Museum And Memorial,09,2016,Fall
"Caesars Palace Hotel and Casino, Las Vegas",09,2016,Fall
"New York, New York",09,2016,Fall
66th Street Subway Station / Lincoln Center,09,2016,Fall
"Harvard University, Boston, Massachusetts",09,2016,Fall
"New York, Statue of Liberty",09,2016,Fall
Cloudland Canyon,09,2016,Fall
Sushirrito,09,2016,Fall
Upper Antelope Canyon,09,2016,Fall
Upper Antelope Canyon,09,2016,Fall
"Times Square, New York City",09,2016,Fall
"Bangkok, Thailand",09,2016,Fall
Central Park in NYC,09,2016,Fall
Central Park in NYC,09,2016,Fall
"Tremont, Cleveland",09,2016,Fall
"Golden Bull, Wall Street",09,2016,Fall
United States,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Paris Aéroport - Orly (ORY),09,2016,Fall
Prague Airport - Letiště Praha,09,2016,Fall
"San Francisco, California",09,2016,Fall
"Newport Beach, California",09,2016,Fall
"Los Angeles, California",09,2016,Fall
Stourbridge Junction railway station,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
"Page, Arizona",09,2016,Fall
"Ocean Drive, South Miami Beach, FL",09,2016,Fall
"Newport Beach, California",09,2016,Fall
Hoover Dam,09,2016,Fall
Hoover Dam,09,2016,Fall
Disney's Hollywood Studios,09,2016,Fall
"New York, New York",09,2016,Fall
Flatiron Building,09,2016,Fall
Mt LeConte Lodge,09,2016,Fall
"Bronx, New York",09,2016,Fall
Arthur Ashe Stadium,09,2016,Fall
"Horseshoe Bend, Colorado River",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Grand Canyon- Arizona,09,2016,Fall
"Page Lake Powell, Arizona",09,2016,Fall
Foss State Park,09,2016,Fall
Great Smoky Mountains National Park,09,2016,Fall
"Salem, Oregon",09,2016,Fall
Brooklyn Bridge,09,2016,Fall
"North Rim Grand Canyon, Cape Royal Point",09,2016,Fall
"Page Lake Powell, Arizona",09,2016,Fall
ICON Park,09,2016,Fall
Knox County Fair Bloomfield Nebraska,09,2016,Fall
Международный аэропорт Шереметьево,09,2016,Fall
Granite City Food & Brewery,09,2016,Fall
"San Diego, California",09,2016,Fall
"The Metropolitan Museum of Art, New York",09,2016,Fall
5th Ave. Manhattan,09,2016,Fall
Grand Canyon North Rim,09,2016,Fall
"Brady, Texas",09,2016,Fall
East River State Park,09,2016,Fall
"Greenpoint, Brooklyn",09,2016,Fall
"The Top of the Rock, Rockefeller, New York",09,2016,Fall
Grand Central Terminal,09,2016,Fall
Boston Navy Yard,09,2016,Fall
Chicago Riverwalk,09,2016,Fall
Boston Harbor walk,09,2016,Fall
"Salt Lake City, Utah",09,2016,Fall
"Cancún, Quintana Roo",09,2016,Fall
Harvard Square，Boston，MA，US,09,2016,Fall
Harvard Yard,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
"San Francisco, California",09,2016,Fall
Las Vegas Strip,09,2016,Fall
The STRAT Las Vegas,09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
Trip Indy,09,2016,Fall
Walt Disney World,09,2016,Fall
"Cobá, Peninsula De Yucatan",09,2016,Fall
Coba Cancun,09,2016,Fall
Rock a Way Beach,09,2016,Fall
"Lower Antelope Canyon, Navajo Nation",09,2016,Fall
"Lower Antelope Canyon, Page, Arizona, USA",09,2016,Fall
"Lower Antelope Canyon, Page, Arizona, USA",09,2016,Fall
Valley of Fire,09,2016,Fall
Kansas/Nebraska border,09,2016,Fall
City of Wathena,09,2016,Fall
Manhattan Bridge,09,2016,Fall
"DUMBO, Brooklyn",09,2016,Fall
"Xel-Ha, Riviera Maya, Cancun",09,2016,Fall
Coba Mayan Temple,09,2016,Fall
Jfk-  John F. Kennedy International Airport New York Terminal 1,09,2016,Fall
Zion National Park,09,2016,Fall
Hudson River,09,2016,Fall
"Park City, Utah",09,2016,Fall
Statue of Liberty at Liberty Island,09,2016,Fall
Guerneville CA,09,2016,Fall
Columbia River Gorge Washington,09,2016,Fall
Skydive Dubai Drop Zone,09,2016,Fall
Zion National Park,09,2016,Fall
Angel's Landing Zion National Park,09,2016,Fall
Manhattan Bridge,09,2016,Fall
Warner Bros. Studio Tour Hollywood,09,2016,Fall
Hollywood,09,2016,Fall
"San Francisco, California",09,2016,Fall
"Brady, Texas",09,2016,Fall
Brooklyn Bridge,09,2016,Fall
"Manhattan Beach Pier, LA",09,2016,Fall
Grand Central Terminal,09,2016,Fall
Zion National Park,09,2016,Fall
MoMA The Museum of Modern Art,09,2016,Fall
Gotham West Market,09,2016,Fall
"New York, New York",09,2016,Fall
Santa Cruz Beach Boardwalk,09,2016,Fall
Nashville Pedal Tavern,09,2016,Fall
Hilton Kansas City Airport,09,2016,Fall
View Hotel - Monument Valley,09,2016,Fall
Valley of Fire,09,2016,Fall
Brooklyn Bridge Park,09,2016,Fall
Hoover Dam,09,2016,Fall
"Bryce National Park , Bryce, Utah",09,2016,Fall
DeMotte Campground,09,2016,Fall
IHOP,09,2016,Fall
Fisherman's Wharf,09,2016,Fall
PIER 39,09,2016,Fall
"Nashville, Tennessee",09,2016,Fall
"Powell St, Downtown San Francisco",09,2016,Fall
South California,09,2016,Fall
Las Pirámides De Teotihuacan,09,2016,Fall
"Seattle, Washington",06,2016,Summer
"Eagle Point, Grand Canyon, Az",09,2016,Fall
Hoover Dam,09,2016,Fall
Valley Of Fire - Nevada State Park,09,2016,Fall
New Jersery,09,2016,Fall
Capital Heights,09,2016,Fall
"Russian Hill, San Francisco",09,2016,Fall
"Tacoma, Washington",09,2016,Fall
LACMA Los Angeles County Museum of Art,09,2016,Fall
"Coos Bay, Oregon",09,2016,Fall
"Garland, Texas",09,2016,Fall
"Pennsylvania Avenue, Washington DC",09,2016,Fall
Grand Canyon National Park,09,2016,Fall
"Hawley, Pennsylvania",09,2016,Fall
"Toronto, Ontario",09,2016,Fall
Starbucks,09,2016,Fall
OYO Las Vegas,09,2016,Fall
Universal Studio Hollywood,09,2016,Fall
Empire State Building,09,2016,Fall
Fog Harbor Fish House,09,2016,Fall
Horseshoe Bend,09,2016,Fall
One World Trade Center,09,2016,Fall
Ground Zero World Trade Center,09,2016,Fall
"SoHo, Manhattan",09,2016,Fall
Strawberry Fields,09,2016,Fall
Pibflorida - Aqui é o seu lugar,09,2016,Fall
"Key West, Florida",09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Bush Gardens Tampa Florida,09,2016,Fall
Au Cheval,09,2016,Fall
Central Park,09,2016,Fall
"Calm Beach, Eureka California",09,2016,Fall
Oak Lodge,09,2016,Fall
"Washington, District of Columbia",09,2016,Fall
The Venetian Resort Las Vegas,09,2016,Fall
Trump International Hotel & Tower Chicago,09,2016,Fall
"New York, New York",09,2016,Fall
Sandiego California,09,2016,Fall
Grand Canyon North Rim,09,2016,Fall
Zion National Park,09,2016,Fall
Zion National Park,09,2016,Fall
Santa Monica Pier,09,2016,Fall
Millennium Park,09,2016,Fall
"Venice Beach, Santa Monica Pier, California",09,2016,Fall
16th Street Mall,09,2016,Fall
Wrigley Field,09,2016,Fall
"Millenium Park, The Bean, Chicago",09,2016,Fall
Grand Canyon Ntl Park,09,2016,Fall
Grand Canyon Ntl Park,09,2016,Fall
Venice Beach,09,2016,Fall
"Portland, Oregon",09,2016,Fall
Universal Studios Hollywood,09,2016,Fall
Oak Lodge,09,2016,Fall
Walt Disney Concert Hall,09,2016,Fall
"Playa Del Rey, California",09,2016,Fall
"New York, New York",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"San Francisco, California",09,2016,Fall
Fisherman's Wharf,09,2016,Fall
Harvard University,09,2016,Fall
